global_step,epoch,step_in_epoch,loss,recon_loss,target_mean,pred_mean,grad_norm,lr,wall_time,train_mse,train_mae,train_log_mse,train_log_mae,train_ranking_accuracy,train_best_candidate_hit_rate,holdout_mse,holdout_mae,holdout_log_mse,holdout_log_mae,holdout_ranking_accuracy,holdout_best_candidate_hit_rate,train_episode_count,holdout_episode_count
15,0,14,2.7635064125061035,2.7635064125061035,6.471519947052002,8.077556610107422,429.8370361328125,0.0005,1776772828.684875,,,,,,,,,,,,,,
16,0,15,1.3585041761398315,1.3585041761398315,6.391408443450928,7.445659160614014,283.5947265625,0.0005,1776772828.6878748,,,,,,,,,,,,,,
17,0,16,0.19607844948768616,0.19607844948768616,6.374365329742432,6.497384548187256,36.82663345336914,0.0005,1776772828.6898744,,,,,,,,,,,,,,
18,0,17,1.6880351305007935,1.6880351305007935,6.491225719451904,5.264232158660889,307.6939697265625,0.0005,1776772828.690938,,,,,,,,,,,,,,
19,0,18,3.354769229888916,3.354769229888916,6.419949531555176,4.6502580642700195,443.46282958984375,0.0005,1776772828.690938,,,,,,,,,,,,,,
20,0,19,4.686099052429199,4.686099052429199,6.462204933166504,4.324756622314453,528.4384765625,0.0005,1776772828.695938,,,,,,,,,,,,,,
21,0,20,3.7869787216186523,3.7869787216186523,6.416884422302246,4.508901119232178,474.5780944824219,0.0005,1776772828.695938,,,,,,,,,,,,,,
22,0,21,2.3076090812683105,2.3076090812683105,6.448474884033203,4.989987373352051,360.21661376953125,0.0005,1776772828.6999097,,,,,,,,,,,,,,
23,0,22,0.5157934427261353,0.5157934427261353,6.439009666442871,5.844963073730469,147.04026794433594,0.0005,1776772828.7023568,,,,,,,,,,,,,,
24,0,23,0.41377681493759155,0.41377681493759155,6.429088115692139,6.8628692626953125,116.61009216308594,0.0005,1776772828.7023568,,,,,,,,,,,,,,
25,0,24,1.1333577632904053,1.1333577632904053,6.4250946044921875,7.356098175048828,242.9125518798828,0.0005,1776772828.7073584,,,,,,,,,,,,,,
26,0,25,1.7062397003173828,1.7062397003173828,6.4902143478393555,7.694622039794922,317.97369384765625,0.0005,1776772828.7073584,,,,,,,,,,,,,,
27,0,26,1.0775651931762695,1.0775651931762695,6.547050476074219,7.475551128387451,245.13963317871094,0.0005,1776772828.7123575,,,,,,,,,,,,,,
28,0,27,0.33920371532440186,0.33920371532440186,6.458093166351318,6.850091457366943,102.1962890625,0.0005,1776772828.7123575,,,,,,,,,,,,,,
29,0,28,0.22447417676448822,0.22447417676448822,6.484081745147705,6.260953426361084,51.2872200012207,0.0005,1776772828.7155788,,,,,,,,,,,,,,
30,0,29,0.5054677128791809,0.5054677128791809,6.426814079284668,5.855330467224121,135.48757934570312,0.0005,1776772828.718567,,,,,,,,,,,,,,
31,0,30,0.4952341914176941,0.4952341914176941,6.421693325042725,5.8863525390625,125.3011703491211,0.0005,1776772828.7206738,,,,,,,,,,,,,,
32,0,31,0.23708538711071014,0.23708538711071014,6.45637321472168,6.266170501708984,41.90040588378906,0.0005,1776772828.7206738,,,,,,,,,,,,,,
33,0,32,0.30582112073898315,0.30582112073898315,6.476108074188232,6.848376274108887,96.77872467041016,0.0005,1776772828.7206738,,,,,,,,,,,,,,
34,0,33,0.48314881324768066,0.48314881324768066,6.382561206817627,6.957760334014893,144.71923828125,0.0005,1776772828.72568,,,,,,,,,,,,,,
35,0,34,0.538114070892334,0.538114070892334,6.419216156005859,6.949475288391113,136.64820861816406,0.0005,1776772828.72568,,,,,,,,,,,,,,
36,0,35,0.1838204562664032,0.1838204562664032,6.475059509277344,6.602136611938477,35.15962600708008,0.0005,1776772828.7306812,,,,,,,,,,,,,,
37,0,36,0.5133283734321594,0.5133283734321594,6.427801132202148,5.836482048034668,137.86585998535156,0.0005,1776772828.7339973,,,,,,,,,,,,,,
38,0,37,0.7383662462234497,0.7383662462234497,6.430487155914307,5.703458309173584,173.3047637939453,0.0005,1776772828.7339973,,,,,,,,,,,,,,
39,0,38,0.6997895240783691,0.6997895240783691,6.5507612228393555,5.792763710021973,182.3697509765625,0.0005,1776772828.7390027,,,,,,,,,,,,,,
40,0,39,0.39853978157043457,0.39853978157043457,6.382555961608887,5.9180827140808105,106.47354888916016,0.0005,1776772828.7390027,,,,,,,,,,,,,,
41,0,40,0.2238241732120514,0.2238241732120514,6.395321846008301,6.609763145446777,57.3614616394043,0.0005,1776772828.7390027,,,,,,,,,,,,,,
42,0,41,0.4448881149291992,0.4448881149291992,6.5074849128723145,6.9147233963012695,105.83021545410156,0.0005,1776772828.7439966,,,,,,,,,,,,,,
43,0,42,0.36674177646636963,0.36674177646636963,6.46135950088501,6.839959144592285,97.17704772949219,0.0005,1776772828.7439966,,,,,,,,,,,,,,
44,0,43,0.22933803498744965,0.22933803498744965,6.464874267578125,6.463097095489502,5.432260513305664,0.0005,1776772828.748933,,,,,,,,,,,,,,
45,0,44,0.6405261754989624,0.6405261754989624,6.504024505615234,5.803775787353516,162.43214416503906,0.0005,1776772828.7523391,,,,,,,,,,,,,,
46,0,45,0.6855881214141846,0.6855881214141846,6.447595596313477,5.710681438446045,174.94064331054688,0.0005,1776772828.7523391,,,,,,,,,,,,,,
47,0,46,0.5861169695854187,0.5861169695854187,6.511195182800293,5.8507161140441895,157.58204650878906,0.0005,1776772828.7573462,,,,,,,,,,,,,,
48,0,47,0.38082101941108704,0.38082101941108704,6.436530113220215,6.019183158874512,94.22594451904297,0.0005,1776772828.7573462,,,,,,,,,,,,,,
49,0,48,0.18784862756729126,0.18784862756729126,6.501962661743164,6.650620937347412,38.858333587646484,0.0005,1776772828.7573462,,,,,,,,,,,,,,
50,0,49,0.27986177802085876,0.27986177802085876,6.451075077056885,6.780531883239746,82.32286834716797,0.0005,1776772828.762339,,,,,,,,,,,,,,
51,0,50,0.43551427125930786,0.43551427125930786,6.410914421081543,6.869439125061035,115.6990966796875,0.0005,1776772828.762339,,,,,,,,,,,,,,
52,0,51,0.1445491909980774,0.1445491909980774,6.461307048797607,6.447238445281982,0.958448052406311,0.0005,1776772828.7675319,,,,,,,,,,,,,,
53,0,52,0.2579638957977295,0.2579638957977295,6.4912109375,6.278188228607178,47.036216735839844,0.0005,1776772828.76848,,,,,,,,,,,,,,
54,0,53,0.20448926091194153,0.20448926091194153,6.454057216644287,6.269632339477539,40.12532424926758,0.0005,1776772828.76848,,,,,,,,,,,,,,
55,0,54,0.2205762267112732,0.2205762267112732,6.389177322387695,6.578777313232422,50.4801139831543,0.0005,1776772828.7734835,,,,,,,,,,,,,,
56,0,55,0.23780333995819092,0.23780333995819092,6.402185440063477,6.598974704742432,50.89548110961914,0.0005,1776772828.7734835,,,,,,,,,,,,,,
57,0,56,0.19251176714897156,0.19251176714897156,6.451632976531982,6.337179660797119,23.0931396484375,0.0005,1776772828.7784784,,,,,,,,,,,,,,
58,0,57,0.22249487042427063,0.22249487042427063,6.408639907836914,6.2913360595703125,22.459941864013672,0.0005,1776772828.7784784,,,,,,,,,,,,,,
59,0,58,0.26360076665878296,0.26360076665878296,6.460881233215332,6.7150750160217285,66.56781768798828,0.0005,1776772828.7822504,,,,,,,,,,,,,,
60,0,59,0.2667620778083801,0.2667620778083801,6.504970073699951,6.740176200866699,61.1729621887207,0.0005,1776772828.784769,,,,,,,,,,,,,,
61,0,60,0.17555952072143555,0.17555952072143555,6.422823905944824,6.484068870544434,17.737659454345703,0.0005,1776772828.784769,,,,,,,,,,,,,,
62,0,61,0.42518502473831177,0.42518502473831177,6.442307949066162,5.885219573974609,129.33511352539062,0.0005,1776772828.7899346,,,,,,,,,,,,,,
63,0,62,0.7061523199081421,0.7061523199081421,6.3959856033325195,5.646543025970459,173.09397888183594,0.0005,1776772828.7919326,,,,,,,,,,,,,,
64,0,63,0.5929220914840698,0.5929220914840698,6.379739761352539,5.772862911224365,138.30918884277344,0.0005,1776772828.7939312,,,,,,,,,,,,,,
65,0,64,0.2997198700904846,0.2997198700904846,6.458673477172852,6.160452842712402,65.70649719238281,0.0005,1776772828.7959332,,,,,,,,,,,,,,
66,0,65,0.30992308259010315,0.30992308259010315,6.466390609741211,6.761667728424072,75.33987426757812,0.0005,1776772828.7979321,,,,,,,,,,,,,,
67,0,66,0.40820813179016113,0.40820813179016113,6.484835624694824,7.016184329986572,129.19313049316406,0.0005,1776772828.799934,,,,,,,,,,,,,,
68,0,67,0.39497819542884827,0.39497819542884827,6.47108268737793,6.963025093078613,119.64657592773438,0.0005,1776772828.802127,,,,,,,,,,,,,,
69,0,68,0.2272931933403015,0.2272931933403015,6.378131866455078,6.5842156410217285,52.70541000366211,0.0005,1776772828.802127,,,,,,,,,,,,,,
70,0,69,0.30356067419052124,0.30356067419052124,6.446843147277832,6.084481239318848,80.3006591796875,0.0005,1776772828.8071322,,,,,,,,,,,,,,
71,0,70,0.49924254417419434,0.49924254417419434,6.51115608215332,5.9312944412231445,133.18045043945312,0.0005,1776772828.8071322,,,,,,,,,,,,,,
72,0,71,0.3560560345649719,0.3560560345649719,6.508586406707764,6.043846607208252,106.775390625,0.0005,1776772828.8071322,,,,,,,,,,,,,,
73,0,72,0.13327905535697937,0.13327905535697937,6.418512344360352,6.3933515548706055,2.8395471572875977,0.0005,1776772828.812127,,,,,,,,,,,,,,
74,0,73,0.25482046604156494,0.25482046604156494,6.474417686462402,6.796361446380615,78.09969329833984,0.0005,1776772828.8155382,,,,,,,,,,,,,,
75,0,74,0.4069576561450958,0.4069576561450958,6.433145523071289,6.911960124969482,116.63188171386719,0.0005,1776772828.8172827,,,,,,,,,,,,,,
76,0,75,0.3733597695827484,0.3733597695827484,6.456236839294434,6.804434299468994,84.97047424316406,0.0005,1776772828.8172827,,,,,,,,,,,,,,
77,0,76,0.14319756627082825,0.14319756627082825,6.411349296569824,6.382415771484375,4.1783857345581055,0.0005,1776772828.822282,,,,,,,,,,,,,,
78,0,77,0.19538161158561707,0.19538161158561707,6.431804180145264,6.198251724243164,50.84254837036133,0.0005,1776772828.822282,,,,,,,,,,,,,,
79,0,78,0.1907517910003662,0.1907517910003662,6.4075212478637695,6.330294609069824,14.713356971740723,0.0005,1776772828.822282,,,,,,,,,,,,,,
80,0,79,0.32728612422943115,0.32728612422943115,6.422853469848633,6.752111911773682,81.08810424804688,0.0005,1776772828.8272786,,,,,,,,,,,,,,
81,0,80,0.30564284324645996,0.30564284324645996,6.377518653869629,6.753284454345703,89.5289077758789,0.0005,1776772828.8272786,,,,,,,,,,,,,,
82,0,81,0.19734089076519012,0.19734089076519012,6.461169242858887,6.6252851486206055,41.68529510498047,0.0005,1776772828.8322253,,,,,,,,,,,,,,
83,0,82,0.2429320514202118,0.2429320514202118,6.472814083099365,6.259324073791504,45.18272018432617,0.0005,1776772828.8350122,,,,,,,,,,,,,,
84,0,83,0.1976388692855835,0.1976388692855835,6.4441022872924805,6.206772804260254,52.129600524902344,0.0005,1776772828.8350122,,,,,,,,,,,,,,
85,0,84,0.2447195053100586,0.2447195053100586,6.484261989593506,6.184186935424805,64.32874298095703,0.0005,1776772828.8400147,,,,,,,,,,,,,,
86,0,85,0.2533636689186096,0.2533636689186096,6.428606033325195,6.695286750793457,65.01143646240234,0.0005,1776772828.8400147,,,,,,,,,,,,,,
87,0,86,0.2044532299041748,0.2044532299041748,6.434833526611328,6.695847511291504,63.25578689575195,0.0005,1776772828.8400147,,,,,,,,,,,,,,
88,0,87,0.16804488003253937,0.16804488003253937,6.43043327331543,6.586056709289551,39.948158264160156,0.0005,1776772828.845012,,,,,,,,,,,,,,
89,0,88,0.2945428490638733,0.2945428490638733,6.452950477600098,6.0651140213012695,84.85430145263672,0.0005,1776772828.845012,,,,,,,,,,,,,,
90,0,89,0.4067431688308716,0.4067431688308716,6.525900840759277,6.0206475257873535,113.13267517089844,0.0005,1776772828.849876,,,,,,,,,,,,,,
91,0,90,0.20155096054077148,0.20155096054077148,6.4414472579956055,6.136074542999268,66.8847885131836,0.0005,1776772828.851897,,,,,,,,,,,,,,
92,0,91,0.1852586269378662,0.1852586269378662,6.478209972381592,6.682692527770996,50.360164642333984,0.0005,1776772828.851897,,,,,,,,,,,,,,
93,0,92,0.1870809942483902,0.1870809942483902,6.521391868591309,6.676006317138672,38.938541412353516,0.0005,1776772828.8568988,,,,,,,,,,,,,,
94,0,93,0.15431314706802368,0.15431314706802368,6.410963535308838,6.468703746795654,16.111835479736328,0.0005,1776772828.85855,,,,,,,,,,,,,,
95,0,94,0.2832627296447754,0.2832627296447754,6.421337604522705,6.060761451721191,79.5152587890625,0.0005,1776772828.85855,,,,,,,,,,,,,,
96,0,95,0.36814531683921814,0.36814531683921814,6.375881195068359,5.954080104827881,92.63873291015625,0.0005,1776772828.85855,,,,,,,,,,,,,,
97,0,96,0.14425206184387207,0.14425206184387207,6.38100528717041,6.178937911987305,44.099395751953125,0.0005,1776772828.863555,,,,,,,,,,,,,,
98,0,97,0.15312790870666504,0.15312790870666504,6.40653133392334,6.554617404937744,37.20477294921875,0.0005,1776772828.8665743,,,,,,,,,,,,,,
99,0,98,0.28242969512939453,0.28242969512939453,6.388154983520508,6.716411590576172,78.32781982421875,0.0005,1776772828.868255,,,,,,,,,,,,,,
100,0,99,0.14493882656097412,0.14493882656097412,6.44753885269165,6.470911026000977,8.581279754638672,0.0005,1776772828.868255,,,,,,,,,,,,,,
101,0,100,0.2300294041633606,0.2300294041633606,6.362831115722656,6.02931022644043,72.79161071777344,0.0005,1776772828.8732567,,,,,,,,,,,,,,
102,0,101,0.33528852462768555,0.33528852462768555,6.439528942108154,6.006792068481445,96.12525177001953,0.0005,1776772828.8732567,,,,,,,,,,,,,,
103,0,102,0.2723787724971771,0.2723787724971771,6.415326118469238,6.096689701080322,69.13247680664062,0.0005,1776772828.8782542,,,,,,,,,,,,,,
104,0,103,0.14300088584423065,0.14300088584423065,6.510252475738525,6.587028980255127,20.441560745239258,0.0005,1776772828.8782542,,,,,,,,,,,,,,
105,0,104,0.1679265946149826,0.1679265946149826,6.484949111938477,6.657024383544922,41.48012161254883,0.0005,1776772828.883303,,,,,,,,,,,,,,
106,0,105,0.11121455579996109,0.11121455579996109,6.448954105377197,6.4991865158081055,13.285719871520996,0.0005,1776772828.8847482,,,,,,,,,,,,,,
107,0,106,0.2284211665391922,0.2284211665391922,6.415245532989502,6.115198135375977,65.2603759765625,0.0005,1776772828.8847482,,,,,,,,,,,,,,
108,0,107,0.4375586211681366,0.4375586211681366,6.472579002380371,5.899667263031006,125.3218765258789,0.0005,1776772828.8899858,,,,,,,,,,,,,,
109,0,108,0.19473032653331757,0.19473032653331757,6.425332546234131,6.185019493103027,51.79655075073242,0.0005,1776772828.893037,,,,,,,,,,,,,,
110,0,109,0.18304412066936493,0.18304412066936493,6.47829532623291,6.499698162078857,8.92825698852539,0.0005,1776772828.895037,,,,,,,,,,,,,,
111,0,110,0.17875584959983826,0.17875584959983826,6.452323913574219,6.678632736206055,53.823081970214844,0.0005,1776772828.8970377,,,,,,,,,,,,,,
112,0,111,0.1971438080072403,0.1971438080072403,6.482344150543213,6.510918617248535,10.713669776916504,0.0005,1776772828.899042,,,,,,,,,,,,,,
113,0,112,0.337862491607666,0.337862491607666,6.454824447631836,6.089764595031738,77.93852233886719,0.0005,1776772828.9010382,,,,,,,,,,,,,,
114,0,113,0.4166783094406128,0.4166783094406128,6.414494514465332,5.904566287994385,109.29918670654297,0.0005,1776772828.9040372,,,,,,,,,,,,,,
115,0,114,0.2306649088859558,0.2306649088859558,6.428977966308594,6.099691390991211,70.14120483398438,0.0005,1776772828.906038,,,,,,,,,,,,,,
116,0,115,0.15450513362884521,0.15450513362884521,6.4898505210876465,6.526123046875,11.478387832641602,0.0005,1776772828.908037,,,,,,,,,,,,,,
117,0,116,0.18389731645584106,0.18389731645584106,6.5342206954956055,6.802336692810059,64.0438003540039,0.0005,1776772828.9090736,,,,,,,,,,,,,,
118,0,117,0.1599401831626892,0.1599401831626892,6.480331897735596,6.474923133850098,2.2883737087249756,0.0005,1776772828.9090736,,,,,,,,,,,,,,
119,0,118,0.14489038288593292,0.14489038288593292,6.400594234466553,6.332925319671631,12.7473783493042,0.0005,1776772828.9140725,,,,,,,,,,,,,,
120,0,119,0.20722144842147827,0.20722144842147827,6.562264442443848,6.318755626678467,51.9057731628418,0.0005,1776772828.916554,,,,,,,,,,,,,,
121,0,120,0.1833934187889099,0.1833934187889099,6.525445938110352,6.709199905395508,44.84476089477539,0.0005,1776772828.9183674,,,,,,,,,,,,,,
122,0,121,0.17231327295303345,0.17231327295303345,6.4717512130737305,6.624948501586914,37.905948638916016,0.0005,1776772828.9183674,,,,,,,,,,,,,,
123,0,122,0.13240040838718414,0.13240040838718414,6.48727560043335,6.3745317459106445,23.060993194580078,0.0005,1776772828.923373,,,,,,,,,,,,,,
124,0,123,0.18812742829322815,0.18812742829322815,6.478379249572754,6.499905586242676,8.679594993591309,0.0005,1776772828.923373,,,,,,,,,,,,,,
125,0,124,0.22563296556472778,0.22563296556472778,6.454611778259277,6.208374977111816,53.54106521606445,0.0005,1776772828.923373,,,,,,,,,,,,,,
126,0,125,0.19450996816158295,0.19450996816158295,6.381410598754883,6.205875396728516,36.401466369628906,0.0005,1776772828.9283676,,,,,,,,,,,,,,
127,0,126,0.14828523993492126,0.14828523993492126,6.39699125289917,6.5207200050354,30.5031795501709,0.0005,1776772828.9322305,,,,,,,,,,,,,,
128,0,127,0.15578654408454895,0.15578654408454895,6.453896522521973,6.63775634765625,43.97014236450195,0.0005,1776772828.9342303,,,,,,,,,,,,,,
129,0,128,0.13143755495548248,0.13143755495548248,6.414206027984619,6.337101936340332,15.976297378540039,0.0005,1776772828.9373152,,,,,,,,,,,,,,
130,0,129,0.13756915926933289,0.13756915926933289,6.395512580871582,6.255274772644043,29.349624633789062,0.0005,1776772828.9373152,,,,,,,,,,,,,,
131,0,130,0.23296135663986206,0.23296135663986206,6.411077976226807,6.633401870727539,54.48041534423828,0.0005,1776772828.942319,,,,,,,,,,,,,,
132,0,131,0.20344549417495728,0.20344549417495728,6.393586158752441,6.663933753967285,63.777587890625,0.0005,1776772828.942319,,,,,,,,,,,,,,
133,0,132,0.15654228627681732,0.15654228627681732,6.414111137390137,6.420888900756836,4.666967391967773,0.0005,1776772828.942319,,,,,,,,,,,,,,
134,0,133,0.3783089220523834,0.3783089220523834,6.373332977294922,5.875903606414795,108.85061645507812,0.0005,1776772828.9473157,,,,,,,,,,,,,,
135,0,134,0.7173845171928406,0.7173845171928406,6.496831893920898,5.7295427322387695,169.3828582763672,0.0005,1776772828.9508944,,,,,,,,,,,,,,
136,0,135,0.45929211378097534,0.45929211378097534,6.4183878898620605,5.874093055725098,120.55465698242188,0.0005,1776772828.9516318,,,,,,,,,,,,,,
137,0,136,0.2516590654850006,0.2516590654850006,6.552224159240723,6.26785945892334,61.229190826416016,0.0005,1776772828.9516318,,,,,,,,,,,,,,
138,0,137,0.2576127052307129,0.2576127052307129,6.449762344360352,6.803656578063965,83.29302978515625,0.0005,1776772828.9566364,,,,,,,,,,,,,,
139,0,138,0.6261822581291199,0.6261822581291199,6.487523078918457,7.186339378356934,162.45877075195312,0.0005,1776772828.9566364,,,,,,,,,,,,,,
140,0,139,0.6645581722259521,0.6645581722259521,6.3268327713012695,7.024251937866211,159.20323181152344,0.0005,1776772828.9616315,,,,,,,,,,,,,,
141,0,140,0.30874115228652954,0.30874115228652954,6.414935111999512,6.822296142578125,94.79545593261719,0.0005,1776772828.9616315,,,,,,,,,,,,,,
142,0,141,0.15288159251213074,0.15288159251213074,6.441799163818359,6.3115339279174805,26.828580856323242,0.0005,1776772828.9656777,,,,,,,,,,,,,,
143,0,142,0.24448983371257782,0.24448983371257782,6.411718845367432,6.119754314422607,63.38692855834961,0.0005,1776772828.9676774,,,,,,,,,,,,,,
144,0,143,0.20626342296600342,0.20626342296600342,6.428966999053955,6.109222412109375,69.71089935302734,0.0005,1776772828.968564,,,,,,,,,,,,,,
145,0,144,0.11519196629524231,0.11519196629524231,6.45381498336792,6.575721740722656,28.850414276123047,0.0005,1776772828.968564,,,,,,,,,,,,,,
146,0,145,0.15912088751792908,0.15912088751792908,6.442551612854004,6.560763835906982,28.753416061401367,0.0005,1776772828.9735682,,,,,,,,,,,,,,
147,0,146,0.17111076414585114,0.17111076414585114,6.448263645172119,6.2464375495910645,42.022464752197266,0.0005,1776772828.9735682,,,,,,,,,,,,,,
148,0,147,0.17674501240253448,0.17674501240253448,6.460792541503906,6.322403430938721,27.714157104492188,0.0005,1776772828.9785657,,,,,,,,,,,,,,
149,0,148,0.24171632528305054,0.24171632528305054,6.465357303619385,6.6946516036987305,55.666786193847656,0.0005,1776772828.9785657,,,,,,,,,,,,,,
150,0,149,0.16565939784049988,0.16565939784049988,6.494791030883789,6.706000328063965,49.59090042114258,0.0005,1776772828.982237,,,,,,,,,,,,,,
151,0,150,0.17372578382492065,0.17372578382492065,6.447195053100586,6.479775428771973,10.245219230651855,0.0005,1776772828.983914,,,,,,,,,,,,,,
152,0,151,0.36972516775131226,0.36972516775131226,6.4948320388793945,5.992486953735352,108.7934341430664,0.0005,1776772828.983914,,,,,,,,,,,,,,
153,0,152,0.4953407943248749,0.4953407943248749,6.485013484954834,5.880713939666748,132.25750732421875,0.0005,1776772828.988918,,,,,,,,,,,,,,
154,0,153,0.35748201608657837,0.35748201608657837,6.5118913650512695,6.026278495788574,106.45075988769531,0.0005,1776772828.988918,,,,,,,,,,,,,,
155,0,154,0.17720165848731995,0.17720165848731995,6.436749458312988,6.295954704284668,28.116907119750977,0.0005,1776772828.988918,,,,,,,,,,,,,,
156,0,155,0.31066933274269104,0.31066933274269104,6.454170227050781,6.875494003295898,95.89295196533203,0.0005,1776772828.993914,,,,,,,,,,,,,,
157,0,156,0.5920692086219788,0.5920692086219788,6.501371383666992,7.168291091918945,152.61624145507812,0.0005,1776772828.993914,,,,,,,,,,,,,,
158,0,157,0.6043998003005981,0.6043998003005981,6.404510498046875,7.092778205871582,154.9218292236328,0.0005,1776772828.998889,,,,,,,,,,,,,,
159,0,158,0.3784582018852234,0.3784582018852234,6.44533634185791,6.901971817016602,104.23348999023438,0.0005,1776772829.0016446,,,,,,,,,,,,,,
160,0,159,0.14601078629493713,0.14601078629493713,6.488569736480713,6.364893913269043,24.198040008544922,0.0005,1776772829.0016446,,,,,,,,,,,,,,
161,0,160,0.2251729667186737,0.2251729667186737,6.4272847175598145,6.1348090171813965,61.77839279174805,0.0005,1776772829.0066514,,,,,,,,,,,,,,
162,0,161,0.1882222294807434,0.1882222294807434,6.546238899230957,6.309196949005127,50.076934814453125,0.0005,1776772829.0066514,,,,,,,,,,,,,,
163,0,162,0.24022191762924194,0.24022191762924194,6.432412147521973,6.543962001800537,29.30563735961914,0.0005,1776772829.0066514,,,,,,,,,,,,,,
164,0,163,0.1729806810617447,0.1729806810617447,6.416537761688232,6.6254425048828125,47.44899368286133,0.0005,1776772829.011644,,,,,,,,,,,,,,
165,0,164,0.15450763702392578,0.15450763702392578,6.442766189575195,6.435522556304932,0.9028146266937256,0.0005,1776772829.011644,,,,,,,,,,,,,,
166,0,165,0.20010778307914734,0.20010778307914734,6.436897277832031,6.173901081085205,54.62710189819336,0.0005,1776772829.0175595,,,,,,,,,,,,,,
167,0,166,0.23153510689735413,0.23153510689735413,6.470308303833008,6.178534507751465,60.43312454223633,0.0005,1776772829.0187387,,,,,,,,,,,,,,
168,0,167,0.1679261326789856,0.1679261326789856,6.457659721374512,6.527294635772705,18.778400421142578,0.0005,1776772829.0187387,,,,,,,,,,,,,,
169,0,168,0.13750077784061432,0.13750077784061432,6.454804420471191,6.524165153503418,18.49909019470215,0.0005,1776772829.0237446,,,,,,,,,,,,,,
170,0,169,0.22937630116939545,0.22937630116939545,6.468645095825195,6.237051486968994,46.28356170654297,0.0005,1776772829.0237446,,,,,,,,,,,,,,
171,0,170,0.11205141246318817,0.11205141246318817,6.467130661010742,6.369728088378906,20.303754806518555,0.0005,1776772829.0287387,,,,,,,,,,,,,,
172,0,171,0.15656791627407074,0.15656791627407074,6.4648847579956055,6.579811096191406,27.920265197753906,0.0005,1776772829.0287387,,,,,,,,,,,,,,
173,0,172,0.1978781819343567,0.1978781819343567,6.385653972625732,6.559430122375488,38.951133728027344,0.0005,1776772829.0322242,,,,,,,,,,,,,,
174,0,173,0.161318838596344,0.161318838596344,6.43046760559082,6.371718406677246,9.528621673583984,0.0005,1776772829.034853,,,,,,,,,,,,,,
175,0,174,0.13233648240566254,0.13233648240566254,6.479645252227783,6.4312238693237305,7.48251485824585,0.0005,1776772829.034853,,,,,,,,,,,,,,
176,0,175,0.21101802587509155,0.21101802587509155,6.417851448059082,6.638761043548584,50.24125289916992,0.0005,1776772829.0398557,,,,,,,,,,,,,,
177,0,176,0.20703119039535522,0.20703119039535522,6.385948657989502,6.658281326293945,62.279544830322266,0.0005,1776772829.0398557,,,,,,,,,,,,,,
178,0,177,0.13641518354415894,0.13641518354415894,6.401395320892334,6.321463108062744,14.236193656921387,0.0005,1776772829.0398557,,,,,,,,,,,,,,
179,0,178,0.1269506812095642,0.1269506812095642,6.490795135498047,6.409996032714844,14.211790084838867,0.0005,1776772829.0448523,,,,,,,,,,,,,,
180,0,179,0.17462605237960815,0.17462605237960815,6.426119327545166,6.628257751464844,45.40520095825195,0.0005,1776772829.0448523,,,,,,,,,,,,,,
