global_step,epoch,step_in_epoch,loss,recon_loss,reward_loss,cont_loss,kl,lr,wall_time
19,0,18,0.0944424495100975,0.015875807031989098,0.314266562461853,0.0,0.0,0.0008,1776743469.2408967
20,0,19,0.11052288860082626,0.026512885466217995,0.33604001998901367,0.0,0.0,0.0008,1776743469.2428956
21,0,20,0.10757811367511749,0.04591949284076691,0.24663446843624115,0.0,0.0,0.0008,1776743469.2448952
22,0,21,0.07234716415405273,0.039272893220186234,0.1322970986366272,0.0,0.0,0.0008,1776743469.246895
23,0,22,0.08233746886253357,0.03361820429563522,0.19487705826759338,0.0,0.0,0.0008,1776743469.2508955
24,0,23,0.0783359557390213,0.023737195879220963,0.21839505434036255,0.0,0.0,0.0008,1776743469.2528956
25,0,24,0.10802848637104034,0.022207122296094894,0.343285471200943,0.0,0.0,0.0008,1776743469.2553086
26,0,25,0.08176703751087189,0.04162556678056717,0.16056588292121887,0.0,0.0,0.0008,1776743469.2569304
27,0,26,0.08852803707122803,0.037491701543331146,0.20414534211158752,0.0,0.0,0.0008,1776743469.2569304
28,0,27,0.07015968859195709,0.028364986181259155,0.16717879474163055,0.0,0.0,0.0008,1776743469.263003
29,0,28,0.0644671618938446,0.019577324390411377,0.1795593500137329,0.0,0.0,0.0008,1776743469.2670033
30,0,29,0.06565771996974945,0.014628641307353973,0.2041163146495819,0.0,0.0,0.0008,1776743469.2700026
31,0,30,0.08545126020908356,0.02470218576490879,0.24299629032611847,0.0,0.0,0.0008,1776743469.2730587
32,0,31,0.08157883584499359,0.0218605175614357,0.23887327313423157,0.0,0.0,0.0008,1776743469.2750568
33,0,32,0.06018393486738205,0.021091589704155922,0.1563693881034851,0.0,0.0,0.0008,1776743469.2770593
34,0,33,0.07015471160411835,0.012118714861571789,0.23214399814605713,0.0,0.0,0.0008,1776743469.281058
35,0,34,0.07057428359985352,0.012717217206954956,0.23142828047275543,0.0,0.0,0.0008,1776743469.2830577
36,0,35,0.06623738259077072,0.014948932453989983,0.20515379309654236,0.0,0.0,0.0008,1776743469.2860568
37,0,36,0.05792059749364853,0.015664801001548767,0.16902318596839905,0.0,0.0,0.0008,1776743469.288057
38,0,37,0.05526652932167053,0.012843422591686249,0.16969242691993713,0.0,0.0,0.0008,1776743469.2901196
39,0,38,0.047014109790325165,0.010784635320305824,0.14491790533065796,0.0,0.0,0.0008,1776743469.300128
40,0,39,0.05413605272769928,0.011992579326033592,0.16857388615608215,0.0,0.0,0.0008,1776743469.3064747
41,0,40,0.05550176650285721,0.014591889455914497,0.16363951563835144,0.0,0.0,0.0008,1776743469.3084745
42,0,41,0.04452521353960037,0.014242926612496376,0.12112915515899658,0.0,0.0,0.0008,1776743469.3109868
43,0,42,0.041500285267829895,0.012504510581493378,0.11598309874534607,0.0,0.0,0.0008,1776743469.3149872
44,0,43,0.05158846452832222,0.009527407586574554,0.16824422776699066,0.0,0.0,0.0008,1776743469.3189876
45,0,44,0.05001736432313919,0.01328217051923275,0.14694076776504517,0.0,0.0,0.0008,1776743469.3209875
46,0,45,0.04564819484949112,0.0113941365852952,0.13701623678207397,0.0,0.0,0.0008,1776743469.322987
47,0,46,0.06747888028621674,0.012128261849284172,0.22140248119831085,0.0,0.0,0.0008,1776743469.3259873
48,0,47,0.07843431085348129,0.010903631336987019,0.2701227068901062,0.0,0.0,0.0008,1776743469.3279874
49,0,48,0.037660229951143265,0.0077092526480555534,0.11980391293764114,0.0,0.0,0.0008,1776743469.3299875
50,0,49,0.05769633501768112,0.012897326610982418,0.17919602990150452,0.0,0.0,0.0008,1776743469.3339875
51,0,50,0.05692116171121597,0.01144319772720337,0.18191185593605042,0.0,0.0,0.0008,1776743469.335987
52,0,51,0.060613736510276794,0.00777403824031353,0.21135880053043365,0.0,0.0,0.0008,1776743469.3379867
53,0,52,0.04174221679568291,0.011708102189004421,0.12013645470142365,0.0,0.0,0.0008,1776743469.3399026
54,0,53,0.033889953047037125,0.007920227944850922,0.10387890040874481,0.0,0.0,0.0008,1776743469.3424401
55,0,54,0.04685692489147186,0.0077111427672207355,0.15658313035964966,0.0,0.0,0.0008,1776743469.3469458
56,0,55,0.04747786372900009,0.007716242223978043,0.1590464860200882,0.0,0.0,0.0008,1776743469.3469458
57,0,56,0.05771442875266075,0.009716582484543324,0.19199138879776,0.0,0.0,0.0008,1776743469.3519547
58,0,57,0.051078520715236664,0.010273969732224941,0.1632182002067566,0.0,0.0,0.0008,1776743469.3519547
59,0,58,0.0429445281624794,0.007598945405334234,0.1413823366165161,0.0,0.0,0.0008,1776743469.356218
60,0,59,0.03973395377397537,0.007257453165948391,0.12990599870681763,0.0,0.0,0.0008,1776743469.358218
61,0,60,0.06057734787464142,0.006386345252394676,0.21676400303840637,0.0,0.0,0.0008,1776743469.3602185
62,0,61,0.04638606309890747,0.008069079369306564,0.15326793491840363,0.0,0.0,0.0008,1776743469.3622174
63,0,62,0.05375010147690773,0.006357457488775253,0.1895705759525299,0.0,0.0,0.0008,1776743469.3652189
64,0,63,0.05738305300474167,0.007551670074462891,0.1993255317211151,0.0,0.0,0.0008,1776743469.3672168
65,0,64,0.03709181398153305,0.007216795813292265,0.119500070810318,0.0,0.0,0.0008,1776743469.369219
66,0,65,0.03749220073223114,0.007093830965459347,0.12159347534179688,0.0,0.0,0.0008,1776743469.371218
67,0,66,0.040140435099601746,0.007042779587209225,0.13239061832427979,0.0,0.0,0.0008,1776743469.3742187
68,0,67,0.048193465918302536,0.007703352719545364,0.1619604527950287,0.0,0.0,0.0008,1776743469.3762176
69,0,68,0.03084726445376873,0.007451126351952553,0.09358455240726471,0.0,0.0,0.0008,1776743469.3782175
70,0,69,0.04963292181491852,0.007543542422354221,0.16835752129554749,0.0,0.0,0.0008,1776743469.3802478
71,0,70,0.03063618391752243,0.007756712380796671,0.09151788800954819,0.0,0.0,0.0008,1776743469.3849065
72,0,71,0.03151901811361313,0.006896580569446087,0.09848974645137787,0.0,0.0,0.0008,1776743469.3879075
73,0,72,0.03784813731908798,0.005914867855608463,0.12773308157920837,0.0,0.0,0.0008,1776743469.390906
74,0,73,0.03875809162855148,0.006896100006997585,0.1274479627609253,0.0,0.0,0.0008,1776743469.3929064
75,0,74,0.037509992718696594,0.006881312467157841,0.12251471728086472,0.0,0.0,0.0008,1776743469.3949065
76,0,75,0.06147284433245659,0.007781915366649628,0.21476371586322784,0.0,0.0,0.0008,1776743469.3969069
77,0,76,0.0480283759534359,0.007121246308088303,0.16362851858139038,0.0,0.0,0.0008,1776743469.3989067
78,0,77,0.049294888973236084,0.006406885571777821,0.17155201733112335,0.0,0.0,0.0008,1776743469.4019077
79,0,78,0.03735256940126419,0.008930448442697525,0.11368848383426666,0.0,0.0,0.0008,1776743469.4039075
80,0,79,0.03309648856520653,0.007896628230810165,0.10079944133758545,0.0,0.0,0.0008,1776743469.4059124
81,0,80,0.029271218925714493,0.00724113080650568,0.08812035620212555,0.0,0.0,0.0008,1776743469.4079072
82,0,81,0.05408426746726036,0.006147608160972595,0.19174663722515106,0.0,0.0,0.0008,1776743469.4119077
83,0,82,0.04166056960821152,0.007041871547698975,0.13847479224205017,0.0,0.0,0.0008,1776743469.4139073
84,0,83,0.04710081219673157,0.006237970199435949,0.16345137357711792,0.0,0.0,0.0008,1776743469.4164844
85,0,84,0.061021462082862854,0.007330938242375851,0.21476209163665771,0.0,0.0,0.0008,1776743469.4179955
86,0,85,0.057996198534965515,0.00560454186052084,0.2095666229724884,0.0,0.0,0.0008,1776743469.4199953
87,0,86,0.03695273399353027,0.006187668070197105,0.12306025624275208,0.0,0.0,0.0008,1776743469.4230268
88,0,87,0.035378895699977875,0.0048639122396707535,0.12205992639064789,0.0,0.0,0.0008,1776743469.4230268
89,0,88,0.060783710330724716,0.00702090235427022,0.21505123376846313,0.0,0.0,0.0008,1776743469.4275544
90,0,89,0.05181608349084854,0.005904644727706909,0.18364575505256653,0.0,0.0,0.0008,1776743469.4275544
91,0,90,0.055024176836013794,0.007158524356782436,0.19146260619163513,0.0,0.0,0.0008,1776743469.4275544
92,0,91,0.050843387842178345,0.006542308256030083,0.17720432579517365,0.0,0.0,0.0008,1776743469.432544
93,0,92,0.04152308776974678,0.006983108818531036,0.13815991580486298,0.0,0.0,0.0008,1776743469.432544
94,0,93,0.043408263474702835,0.0050983731634914875,0.15323956310749054,0.0,0.0,0.0008,1776743469.4385512
95,0,94,0.040268730372190475,0.0062940241768956184,0.13589882850646973,0.0,0.0,0.0008,1776743469.4405422
96,0,95,0.057432688772678375,0.00598349142819643,0.20579679310321808,0.0,0.0,0.0008,1776743469.4425423
97,0,96,0.025904271751642227,0.004472541622817516,0.08572691679000854,0.0,0.0,0.0008,1776743469.4445422
98,0,97,0.0328102707862854,0.004940718412399292,0.11147821694612503,0.0,0.0,0.0008,1776743469.448543
99,0,98,0.0611063651740551,0.006369990296661854,0.21894550323486328,0.0,0.0,0.0008,1776743469.4505424
100,0,99,0.02970993146300316,0.005272674839943647,0.0977490246295929,0.0,0.0,0.0008,1776743469.453437
101,0,100,0.03663688898086548,0.0051873838528990746,0.12579801678657532,0.0,0.0,0.0008,1776743470.5318997
102,0,101,0.045598581433296204,0.005591239780187607,0.1600293666124344,0.0,0.0,0.0008,1776743470.5359006
103,0,102,0.03443367779254913,0.005644525401294231,0.11515660583972931,0.0,0.0,0.0008,1776743470.5379004
104,0,103,0.02958553284406662,0.005541503429412842,0.09617611765861511,0.0,0.0,0.0008,1776743470.5401826
105,0,104,0.0379612110555172,0.005103204865008593,0.13143202662467957,0.0,0.0,0.0008,1776743470.5401826
106,0,105,0.03719329833984375,0.005405554547905922,0.1271509826183319,0.0,0.0,0.0008,1776743470.5451815
107,0,106,0.030501345172524452,0.004828859120607376,0.1026899442076683,0.0,0.0,0.0008,1776743470.5451815
108,0,107,0.037144266068935394,0.005905067548155785,0.12495678663253784,0.0,0.0,0.0008,1776743470.5451815
109,0,108,0.04226172715425491,0.004724920727312565,0.1501472294330597,0.0,0.0,0.0008,1776743470.550182
110,0,109,0.04341506212949753,0.004108427092432976,0.1572265326976776,0.0,0.0,0.0008,1776743470.550182
111,0,110,0.054541997611522675,0.0044462308287620544,0.20038306713104248,0.0,0.0,0.0008,1776743470.5562637
112,0,111,0.042962171137332916,0.004523762501776218,0.1537536382675171,0.0,0.0,0.0008,1776743470.5582645
113,0,112,0.03667955845594406,0.004382370039820671,0.12918874621391296,0.0,0.0,0.0008,1776743470.5602636
114,0,113,0.04135287180542946,0.004362782929092646,0.1479603499174118,0.0,0.0,0.0008,1776743470.5632646
115,0,114,0.05047066509723663,0.004828957840800285,0.182566836476326,0.0,0.0,0.0008,1776743470.5652647
116,0,115,0.05059346184134483,0.005364089272916317,0.18091748654842377,0.0,0.0,0.0008,1776743470.5672648
117,0,116,0.03006022423505783,0.0039913831278681755,0.10427536070346832,0.0,0.0,0.0008,1776743470.5692644
118,0,117,0.05222470685839653,0.005083541385829449,0.18856465816497803,0.0,0.0,0.0008,1776743470.5712633
119,0,118,0.03619558364152908,0.004875697661191225,0.12527954578399658,0.0,0.0,0.0008,1776743470.573264
120,0,119,0.03883477672934532,0.005263298749923706,0.13428591191768646,0.0,0.0,0.0008,1776743470.5762665
121,0,120,0.037965528666973114,0.004482617601752281,0.13393165171146393,0.0,0.0,0.0008,1776743470.5812662
122,0,121,0.029824836179614067,0.003950642421841621,0.10349677503108978,0.0,0.0,0.0008,1776743470.5852642
123,0,122,0.02766326814889908,0.003733898513019085,0.09571747481822968,0.0,0.0,0.0008,1776743470.5886116
124,0,123,0.041995204985141754,0.004213796928524971,0.15112563967704773,0.0,0.0,0.0008,1776743470.5916855
125,0,124,0.03464832901954651,0.004578934516757727,0.12027758359909058,0.0,0.0,0.0008,1776743470.594685
126,0,125,0.06317088007926941,0.005509760230779648,0.23064446449279785,0.0,0.0,0.0008,1776743470.5976872
127,0,126,0.029943428933620453,0.004162474535405636,0.10312381386756897,0.0,0.0,0.0008,1776743470.6007347
128,0,127,0.03183244168758392,0.004590240307152271,0.1089688092470169,0.0,0.0,0.0008,1776743470.6007347
129,0,128,0.03000054508447647,0.004466238897293806,0.10213722288608551,0.0,0.0,0.0008,1776743470.605316
130,0,129,0.059295933693647385,0.00534354243427515,0.21580956876277924,0.0,0.0,0.0008,1776743470.608327
131,0,130,0.03808872401714325,0.0039914799854159355,0.13638897240161896,0.0,0.0,0.0008,1776743470.6113267
132,0,131,0.04162134975194931,0.004583254456520081,0.14815238118171692,0.0,0.0,0.0008,1776743470.6133254
133,0,132,0.03709033876657486,0.0038676615804433823,0.1328907012939453,0.0,0.0,0.0008,1776743470.6153264
134,0,133,0.04997667297720909,0.004395109601318836,0.18232625722885132,0.0,0.0,0.0008,1776743470.617326
135,0,134,0.027408920228481293,0.0035209422931075096,0.09555190801620483,0.0,0.0,0.0008,1776743470.619326
136,0,135,0.052106231451034546,0.0055975038558244705,0.1860349178314209,0.0,0.0,0.0008,1776743470.6223264
137,0,136,0.03892679139971733,0.004452980123460293,0.13789524137973785,0.0,0.0,0.0008,1776743470.6253252
138,0,137,0.06688299775123596,0.00553970318287611,0.2453731745481491,0.0,0.0,0.0008,1776743470.6273263
139,0,138,0.04102586582303047,0.0034411379601806402,0.15033891797065735,0.0,0.0,0.0008,1776743470.629328
140,0,139,0.04388565570116043,0.004429544787853956,0.15782444179058075,0.0,0.0,0.0008,1776743470.632326
141,0,140,0.053003858774900436,0.0034305748995393515,0.19829313457012177,0.0,0.0,0.0008,1776743470.6343257
142,0,141,0.053002022206783295,0.004367806948721409,0.19453686475753784,0.0,0.0,0.0008,1776743470.6368818
143,0,142,0.035813916474580765,0.005123666487634182,0.12276099622249603,0.0,0.0,0.0008,1776743470.6398811
144,0,143,0.02337922900915146,0.00391035620123148,0.07787549495697021,0.0,0.0,0.0008,1776743470.6418812
145,0,144,0.029894664883613586,0.00427187979221344,0.10249114036560059,0.0,0.0,0.0008,1776743470.6458814
146,0,145,0.025773854926228523,0.0031341183930635452,0.09055894613265991,0.0,0.0,0.0008,1776743470.6478815
147,0,146,0.05837703123688698,0.0043537491001188755,0.21609312295913696,0.0,0.0,0.0008,1776743470.6498818
148,0,147,0.027400294318795204,0.004217100795358419,0.09273277223110199,0.0,0.0,0.0008,1776743470.652882
149,0,148,0.06442877650260925,0.004168102517724037,0.24104268848896027,0.0,0.0,0.0008,1776743470.654882
150,0,149,0.04255326837301254,0.0032122426200658083,0.1573641002178192,0.0,0.0,0.0008,1776743470.6568816
151,1,0,0.04355677217245102,0.003997144289314747,0.1582385152578354,0.0,0.0,0.0008,1776743470.6588812
152,1,1,0.03863142430782318,0.004212697967886925,0.13767489790916443,0.0,0.0,0.0008,1776743470.6608815
153,1,2,0.03745279088616371,0.0033691341523081064,0.136334627866745,0.0,0.0,0.0008,1776743470.663882
154,1,3,0.037763480097055435,0.003825010498985648,0.13575388491153717,0.0,0.0,0.0008,1776743470.6658812
155,1,4,0.04116057604551315,0.005084550008177757,0.144304096698761,0.0,0.0,0.0008,1776743470.6678815
156,1,5,0.021789612248539925,0.00290052592754364,0.07555634528398514,0.0,0.0,0.0008,1776743470.6698833
157,1,6,0.04710162803530693,0.0042024520225822926,0.1715967059135437,0.0,0.0,0.0008,1776743470.6757715
158,1,7,0.042805980890989304,0.004102570004761219,0.15481364727020264,0.0,0.0,0.0008,1776743470.6757715
159,1,8,0.031215758994221687,0.004438837990164757,0.10710768401622772,0.0,0.0,0.0008,1776743470.6812742
160,1,9,0.0583934560418129,0.00499362638220191,0.2135993242263794,0.0,0.0,0.0008,1776743470.6842754
161,1,10,0.02295621857047081,0.0037989739794284105,0.07662897557020187,0.0,0.0,0.0008,1776743470.686275
162,1,11,0.05729387700557709,0.004362558946013451,0.21172526478767395,0.0,0.0,0.0008,1776743470.6882758
163,1,12,0.03632689267396927,0.003044129116460681,0.13313105702400208,0.0,0.0,0.0008,1776743470.6912756
164,1,13,0.03767125681042671,0.0037624395918101072,0.13563527166843414,0.0,0.0,0.0008,1776743470.6942751
165,1,14,0.05217982828617096,0.0036805197596549988,0.19399723410606384,0.0,0.0,0.0008,1776743470.696276
166,1,15,0.0527353435754776,0.0040544169023633,0.1947237104177475,0.0,0.0,0.0008,1776743470.6992755
167,1,16,0.027570538222789764,0.004327383823692799,0.09297261387109756,0.0,0.0,0.0008,1776743470.7022753
168,1,17,0.045565150678157806,0.004383220337331295,0.16472771763801575,0.0,0.0,0.0008,1776743470.7052753
169,1,18,0.03761792182922363,0.004349080845713615,0.13307535648345947,0.0,0.0,0.0008,1776743470.7082741
170,1,19,0.023260777816176414,0.0033472124487161636,0.079654261469841,0.0,0.0,0.0008,1776743470.7093005
171,1,20,0.02061377465724945,0.0032389825209975243,0.06949916481971741,0.0,0.0,0.0008,1776743470.712398
172,1,21,0.037392329424619675,0.003600179683417082,0.13516859710216522,0.0,0.0,0.0008,1776743470.7173188
173,1,22,0.027207236737012863,0.0034223159309476614,0.09513968229293823,0.0,0.0,0.0008,1776743470.7173188
174,1,23,0.03570957109332085,0.003694093320518732,0.128061905503273,0.0,0.0,0.0008,1776743470.7230275
175,1,24,0.052185624837875366,0.003488762304186821,0.19478745758533478,0.0,0.0,0.0008,1776743470.7250264
176,1,25,0.04077432304620743,0.003838290460407734,0.14774413406848907,0.0,0.0,0.0008,1776743470.7280266
177,1,26,0.0601377971470356,0.005614715628325939,0.21809232234954834,0.0,0.0,0.0008,1776743470.7300272
178,1,27,0.025823459029197693,0.004244147799909115,0.08631724119186401,0.0,0.0,0.0008,1776743470.732027
179,1,28,0.04500257968902588,0.0038113724440336227,0.16476483643054962,0.0,0.0,0.0008,1776743470.7340267
180,1,29,0.04077138379216194,0.003025558777153492,0.1509833037853241,0.0,0.0,0.0008,1776743470.736026
181,1,30,0.03779444471001625,0.0040678298100829124,0.13490645587444305,0.0,0.0,0.0008,1776743470.7380264
182,1,31,0.027367781847715378,0.004057980142533779,0.0932392105460167,0.0,0.0,0.0008,1776743470.740027
183,1,32,0.03155813738703728,0.0038647959008812904,0.11077336966991425,0.0,0.0,0.0008,1776743470.743089
184,1,33,0.03911908343434334,0.003433919744566083,0.1427406519651413,0.0,0.0,0.0008,1776743470.7457123
185,1,34,0.029432306066155434,0.0029779078904539347,0.10581759363412857,0.0,0.0,0.0008,1776743470.7483122
186,1,35,0.037072256207466125,0.002937591401860118,0.13653865456581116,0.0,0.0,0.0008,1776743470.7503946
187,1,36,0.03187761455774307,0.0030137794092297554,0.11545534431934357,0.0,0.0,0.0008,1776743470.7524765
188,1,37,0.030619530007243156,0.004395183175802231,0.1048973873257637,0.0,0.0,0.0008,1776743470.7550313
189,1,38,0.04372250288724899,0.0044713858515024185,0.1570044606924057,0.0,0.0,0.0008,1776743470.7573678
190,1,39,0.04632243514060974,0.0037721190601587296,0.17020127177238464,0.0,0.0,0.0008,1776743470.759368
191,1,40,0.0458812341094017,0.003958608955144882,0.16769050061702728,0.0,0.0,0.0008,1776743470.7613676
192,1,41,0.047276850789785385,0.0025955410674214363,0.1787252426147461,0.0,0.0,0.0008,1776743470.7643666
193,1,42,0.028441492468118668,0.0035558557137846947,0.0995425432920456,0.0,0.0,0.0008,1776743470.7663667
194,1,43,0.03772727772593498,0.003207211382687092,0.13808026909828186,0.0,0.0,0.0008,1776743470.7683663
195,1,44,0.041697509586811066,0.003822147147729993,0.15150144696235657,0.0,0.0,0.0008,1776743470.7703686
196,1,45,0.054913148283958435,0.0034621264785528183,0.20580407977104187,0.0,0.0,0.0008,1776743470.773368
197,1,46,0.0419967845082283,0.004465058445930481,0.15012690424919128,0.0,0.0,0.0008,1776743470.775375
198,1,47,0.03244675323367119,0.0033021739218384027,0.11657831072807312,0.0,0.0,0.0008,1776743470.7773669
199,1,48,0.0704994797706604,0.004082906059920788,0.26566630601882935,0.0,0.0,0.0008,1776743470.7793665
200,1,49,0.03680047020316124,0.004001886583864689,0.1311943382024765,0.0,0.0,0.0008,1776743470.7813666
201,1,50,0.03475591540336609,0.003295007860288024,0.12584362924098969,0.0,0.0,0.0008,1776743470.9962006
202,1,51,0.04995131120085716,0.005178798455744982,0.17909005284309387,0.0,0.0,0.0008,1776743471.000201
203,1,52,0.05749236047267914,0.0038121845573186874,0.2147206962108612,0.0,0.0,0.0008,1776743471.0022
204,1,53,0.04744135960936546,0.002922649960964918,0.17807483673095703,0.0,0.0,0.0008,1776743471.0051997
205,1,54,0.044611167162656784,0.0030247827526181936,0.1663455367088318,0.0,0.0,0.0008,1776743471.0081992
206,1,55,0.04615730792284012,0.003982990048825741,0.1686972677707672,0.0,0.0,0.0008,1776743471.0102003
207,1,56,0.037947047501802444,0.003182010492309928,0.1390601545572281,0.0,0.0,0.0008,1776743471.0121994
208,1,57,0.030642865225672722,0.0034490691032260656,0.10877518355846405,0.0,0.0,0.0008,1776743471.0152006
209,1,58,0.036679018288850784,0.0027035302482545376,0.13590195775032043,0.0,0.0,0.0008,1776743471.0172005
210,1,59,0.03835581615567207,0.003165904665365815,0.1407596468925476,0.0,0.0,0.0008,1776743471.0192003
211,1,60,0.032969728112220764,0.003345200326293707,0.11849811673164368,0.0,0.0,0.0008,1776743471.021199
212,1,61,0.040382981300354004,0.00307138217613101,0.14924639463424683,0.0,0.0,0.0008,1776743471.0231998
213,1,62,0.04177108034491539,0.0026135204825550318,0.1566302329301834,0.0,0.0,0.0008,1776743471.0262003
214,1,63,0.0331113263964653,0.0037514735013246536,0.11743941158056259,0.0,0.0,0.0008,1776743471.028199
215,1,64,0.03558994084596634,0.0037010181695222855,0.1275556981563568,0.0,0.0,0.0008,1776743471.0301993
216,1,65,0.05754927918314934,0.0035778009332716465,0.21588590741157532,0.0,0.0,0.0008,1776743471.0321994
217,1,66,0.050574660301208496,0.003390625584870577,0.18873614072799683,0.0,0.0,0.0008,1776743471.0341992
218,1,67,0.04412170499563217,0.004872561432421207,0.15699657797813416,0.0,0.0,0.0008,1776743471.0361993
219,1,68,0.05450941622257233,0.0030421463306993246,0.20586907863616943,0.0,0.0,0.0008,1776743471.039202
220,1,69,0.04451849311590195,0.003663719166070223,0.16341909766197205,0.0,0.0,0.0008,1776743471.0412004
221,1,70,0.031922370195388794,0.0031064432114362717,0.11526370793581009,0.0,0.0,0.0008,1776743471.0442002
222,1,71,0.03537394851446152,0.003373974934220314,0.12799988687038422,0.0,0.0,0.0008,1776743471.0461988
223,1,72,0.035994552075862885,0.0032998821698129177,0.13077868521213531,0.0,0.0,0.0008,1776743471.0481994
224,1,73,0.04086555540561676,0.00404780451208353,0.14727100729942322,0.0,0.0,0.0008,1776743471.0501993
225,1,74,0.061173807829618454,0.0036752643063664436,0.22999417781829834,0.0,0.0,0.0008,1776743471.0521991
226,1,75,0.058252062648534775,0.0034211603924632072,0.21932360529899597,0.0,0.0,0.0008,1776743471.0541992
227,1,76,0.026820357888936996,0.003663475625216961,0.09262753278017044,0.0,0.0,0.0008,1776743471.057294
228,1,77,0.03673413768410683,0.0034497505985200405,0.1331375539302826,0.0,0.0,0.0008,1776743471.0592933
229,1,78,0.023566320538520813,0.0030220048502087593,0.08217726647853851,0.0,0.0,0.0008,1776743471.0612931
230,1,79,0.031079698354005814,0.003303689882159233,0.11110403388738632,0.0,0.0,0.0008,1776743471.0632932
231,1,80,0.03929184004664421,0.004046980291604996,0.14097943902015686,0.0,0.0,0.0008,1776743471.066294
232,1,81,0.030743924900889397,0.00472266785800457,0.1040850281715393,0.0,0.0,0.0008,1776743471.068294
233,1,82,0.054202303290367126,0.0037989262491464615,0.20161350071430206,0.0,0.0,0.0008,1776743471.0702937
234,1,83,0.04645748808979988,0.003579756012186408,0.17151093482971191,0.0,0.0,0.0008,1776743471.072293
235,1,84,0.04543709754943848,0.0034126201644539833,0.16809791326522827,0.0,0.0,0.0008,1776743471.075292
236,1,85,0.03157472983002663,0.003026489866897464,0.11419296264648438,0.0,0.0,0.0008,1776743471.077294
237,1,86,0.02824077568948269,0.003103212919086218,0.10055024921894073,0.0,0.0,0.0008,1776743471.0792937
238,1,87,0.05706505477428436,0.004726117476820946,0.20935575664043427,0.0,0.0,0.0008,1776743471.0812943
239,1,88,0.04266772046685219,0.00311578088440001,0.1582077592611313,0.0,0.0,0.0008,1776743471.0832932
240,1,89,0.021864108741283417,0.003378104418516159,0.07394401729106903,0.0,0.0,0.0008,1776743471.0852938
241,1,90,0.04599160701036453,0.003954427316784859,0.1681487262248993,0.0,0.0,0.0008,1776743471.0872931
242,1,91,0.045919645577669144,0.003805265063419938,0.1684575229883194,0.0,0.0,0.0008,1776743471.0902934
243,1,92,0.046879760921001434,0.0033024081494659185,0.17430941760540009,0.0,0.0,0.0008,1776743471.0932944
244,1,93,0.04572471231222153,0.0031608999706804752,0.17025524377822876,0.0,0.0,0.0008,1776743471.0952933
245,1,94,0.02689228765666485,0.003526544664055109,0.0934629738330841,0.0,0.0,0.0008,1776743471.0972939
246,1,95,0.03713415190577507,0.0035726246424019337,0.1342461109161377,0.0,0.0,0.0008,1776743471.0992937
247,1,96,0.05724106729030609,0.00356920319609344,0.21468745172023773,0.0,0.0,0.0008,1776743471.1022947
248,1,97,0.052918534725904465,0.0032245786860585213,0.19877582788467407,0.0,0.0,0.0008,1776743471.1072965
249,1,98,0.05913328006863594,0.003845434868708253,0.22115138173103333,0.0,0.0,0.0008,1776743471.1102953
250,1,99,0.04066769778728485,0.002939497586339712,0.150912806391716,0.0,0.0,0.0008,1776743471.1132941
251,1,100,0.03578982502222061,0.003531965659931302,0.12903143465518951,0.0,0.0,0.0008,1776743471.115294
252,1,101,0.03368498757481575,0.0039081210270524025,0.11910746246576309,0.0,0.0,0.0008,1776743471.1172948
253,1,102,0.03146769851446152,0.002832617610692978,0.11454033106565475,0.0,0.0,0.0008,1776743471.1192932
