global_step,epoch,step_in_epoch,phase,phase_blend_from,phase_blend_to,phase_blend_alpha,actor_loss,critic_loss,imag_return,entropy,plan_loss,wm_plan_loss,real_plan_loss,expected_cost,relative_cost,wm_relative_cost,real_relative_cost,margin_loss,wm_rank_loss,real_rank_loss,planner_entropy,actor_vs_planner_agreement,actor_vs_real_agreement,wm_real_best_agreement,real_teacher_mix,valid_action_count_mean,real_expected_cost,real_best_cost,lr,plan_weight,rank_weight,relative_weight,entropy_coef,wall_time,eval_latency_short,eval_reward_short,anchor_eval_latency,anchor_eval_reward,eval_score,best_eval_latency_so_far,best_eval_score_so_far,score_improved,short_guard_ok,anchor_guard_ok,rollback_triggered,is_best_checkpoint
1333,6,132,B,B,B,0.0,0.6462605595588684,0.006725736428052187,-2206.0980796813965,0.6023962497711182,0.6192253232002258,0.6391335725784302,0.6059231162071228,2.2060980796813965,0.050410717725753784,0.035048872232437134,0.058043546974658966,0.12472768872976303,0.06618166714906693,0.14079737663269043,0.6062312126159668,0.8203125,0.7109375,0.640625,0.671875,2.0390625,2.249115228652954,2.1910717487335205,0.00045,0.9,0.45,0.95,0.025,1776782205.000743,,,,,,,,,,,,
1334,6,133,B,B,B,0.0,0.610092282295227,0.01082269474864006,-1989.9288415908813,0.5768320560455322,0.5886431336402893,0.6401259303092957,0.5587425827980042,1.9899288415908813,0.059899359941482544,0.029731038957834244,0.07489784061908722,0.0840664654970169,0.09166090190410614,0.08494783937931061,0.5764991641044617,0.7734375,0.7890625,0.6875,0.6625000238418579,2.015625,1.9919817447662354,1.917083978652954,0.00045,0.9,0.45,0.95,0.025,1776782205.0117416,,,,,,,,,,,,
1335,6,134,B,B,B,0.0,0.5649267435073853,0.008342663757503033,-2056.5271377563477,0.5395426750183105,0.5475504994392395,0.5855141878128052,0.5264814496040344,2.0565271377563477,0.05555056035518646,0.03107789158821106,0.06603769958019257,0.07299304008483887,0.08199627697467804,0.07094026356935501,0.5373531579971313,0.796875,0.8359375,0.6953125,0.6609375476837158,1.9296875,2.0951523780822754,2.0291147232055664,0.00045,0.9,0.45,0.95,0.025,1776782205.0237417,,,,,,,,,,,,
1336,6,135,B,B,B,0.0,0.5876069664955139,0.00943822506815195,-2083.683967590332,0.5579831600189209,0.5670942068099976,0.6145081520080566,0.5391849875450134,2.083683967590332,0.05800508335232735,0.03403114899992943,0.0703982561826706,0.08014866709709167,0.11059321463108063,0.07522276043891907,0.5572468638420105,0.703125,0.8125,0.734375,0.6531250476837158,1.953125,2.0827670097351074,2.012368679046631,0.00045,0.9,0.45,0.95,0.025,1776782205.0355196,,,,,,,,,,,,
1337,6,136,B,B,B,0.0,0.5979884266853333,0.007053313311189413,-1861.0854148864746,0.5937972664833069,0.5974408388137817,0.6322376728057861,0.5787106156349182,1.8610854148864746,0.05113701894879341,0.030425207689404488,0.0625074952840805,0.05901440978050232,0.10815784335136414,0.04901186376810074,0.589840292930603,0.71875,0.8828125,0.703125,0.6593750715255737,1.984375,1.8745653629302979,1.8120577335357666,0.00045,0.9,0.45,0.95,0.025,1776782205.046519,,,,,,,,,,,,
1338,6,137,B,B,B,0.0,0.5544836521148682,0.008516058325767517,-1919.7055101394653,0.5453469157218933,0.5461254715919495,0.5852028131484985,0.5256910920143127,1.9197055101394653,0.05199422687292099,0.03265485167503357,0.06250891089439392,0.06046641245484352,0.1207754835486412,0.04721452295780182,0.538794755935669,0.71875,0.875,0.6796875,0.6640625,1.9140625,1.9309059381484985,1.8683969974517822,0.00045,0.9,0.45,0.95,0.025,1776782205.0585191,,,,,,,,,,,,
1339,6,138,B,B,B,0.0,0.6198036670684814,0.009294092655181885,-2015.3958797454834,0.6062161922454834,0.6062322854995728,0.6413397789001465,0.5881630182266235,2.0153958797454834,0.05782386288046837,0.0406549833714962,0.06633377075195312,0.07648289948701859,0.11058200895786285,0.06851456314325333,0.5972051024436951,0.7421875,0.84375,0.6484375,0.6703125238418579,2.0390625,2.0270228385925293,1.9606889486312866,0.00045,0.9,0.45,0.95,0.025,1776782205.0695198,,,,,,,,,,,,
1340,6,139,B,B,B,0.0,0.5539200305938721,0.007779789622873068,-1938.018560409546,0.5302546620368958,0.5363575220108032,0.5795941948890686,0.5156798362731934,1.938018560409546,0.04961950704455376,0.030431946739554405,0.059053096920251846,0.08292482793331146,0.12892478704452515,0.07350488007068634,0.5280027985572815,0.7265625,0.8125,0.6796875,0.6640625,1.90625,1.9380813837051392,1.8790283203125,0.00045,0.9,0.45,0.95,0.025,1776782205.080519,,,,,,,,,,,,
1341,6,140,B,B,B,0.0,0.5565894246101379,0.008213997818529606,-1819.3687200546265,0.5371888279914856,0.5425004959106445,0.5747034549713135,0.5241211652755737,1.8193687200546265,0.05417707562446594,0.03286873549222946,0.06400753557682037,0.06733444333076477,0.07318639010190964,0.06634363532066345,0.5316181182861328,0.8203125,0.8671875,0.734375,0.6531250476837158,1.921875,1.8247637748718262,1.760756254196167,0.00045,0.9,0.45,0.95,0.025,1776782205.091519,,,,,,,,,,,,
1342,6,141,B,B,B,0.0,0.58616703748703,0.010182002559304237,-2152.5259017944336,0.553612470626831,0.5627948045730591,0.6033827066421509,0.5406090617179871,2.1525259017944336,0.05504584312438965,0.03087387979030609,0.06705565750598907,0.09155219793319702,0.09947391599416733,0.09176100790500641,0.5502493977546692,0.7421875,0.78125,0.6796875,0.6640625,1.921875,2.150766611099243,2.0837109088897705,0.00045,0.9,0.45,0.95,0.025,1776782205.1033437,,,,,,,,,,,,
1343,6,142,B,B,B,0.0,0.6174203753471375,0.008352725766599178,-1832.1255445480347,0.5949586629867554,0.6031326055526733,0.6437431573867798,0.5804310441017151,1.8321255445480347,0.05400484800338745,0.032406874001026154,0.06508025527000427,0.08482329547405243,0.11347910761833191,0.07905709743499756,0.5928035378456116,0.7421875,0.828125,0.6796875,0.6640625596046448,1.984375,1.817972183227539,1.752892017364502,0.00045,0.9,0.45,0.95,0.025,1776782205.1143436,,,,,,,,,,,,
1344,6,143,B,B,B,0.0,0.5883385539054871,0.006438407115638256,-1865.3861284255981,0.5679530501365662,0.5797916650772095,0.6244469285011292,0.5564945936203003,1.8653861284255981,0.0493081770837307,0.0337245836853981,0.05764470994472504,0.0752936378121376,0.11689110100269318,0.06486248970031738,0.5705216526985168,0.7578125,0.8203125,0.65625,0.6687500476837158,1.9609375,1.8563971519470215,1.7987525463104248,0.00045,0.9,0.45,0.95,0.025,1776782205.1263437,,,,,,,,,,,,
1345,6,144,B,B,B,0.0,0.5492519736289978,0.007954481989145279,-1978.663682937622,0.5336488485336304,0.5344750285148621,0.5703268647193909,0.5171879529953003,1.978663682937622,0.05176630616188049,0.03290322422981262,0.06125336140394211,0.07197273522615433,0.11389175057411194,0.06282980740070343,0.5252318382263184,0.7578125,0.828125,0.75,0.6500000357627869,1.8984375,1.9765779972076416,1.9153246879577637,0.00045,0.9,0.45,0.95,0.025,1776782205.1384392,,,,,,,,,,,,
1346,6,145,B,B,B,0.0,0.5866501927375793,0.011570064350962639,-1837.005853652954,0.5648061037063599,0.5651931166648865,0.62714022397995,0.5345205664634705,1.837005853652954,0.059358205646276474,0.02974243462085724,0.07434113323688507,0.07934728264808655,0.13589595258235931,0.06745519489049911,0.5547008514404297,0.7109375,0.8515625,0.6796875,0.6640625,1.96875,1.8544894456863403,1.7801482677459717,0.00045,0.9,0.45,0.95,0.025,1776782205.151435,,,,,,,,,,,,
1347,6,146,B,B,B,0.0,0.5992937088012695,0.010212663561105728,-1958.1758975982666,0.5686335563659668,0.5763669013977051,0.6316032409667969,0.5477515459060669,1.9581758975982666,0.058915864676237106,0.03440764918923378,0.07156054675579071,0.08624276518821716,0.12058363854885101,0.0792621374130249,0.564987301826477,0.71875,0.8046875,0.6875,0.6625000238418579,1.9921875,1.9086291790008545,1.8370685577392578,0.00045,0.9,0.45,0.95,0.025,1776782205.162433,,,,,,,,,,,,
1348,6,147,B,B,B,0.0,0.6008134484291077,0.007641144562512636,-1786.2541675567627,0.5803846716880798,0.5888543725013733,0.6184361577033997,0.5710301399230957,1.7862541675567627,0.05233945697546005,0.03414887189865112,0.0613362118601799,0.0791814774274826,0.06517805904150009,0.08360965549945831,0.5782000422477722,0.796875,0.8046875,0.6640625,0.6671875715255737,1.984375,1.7934715747833252,1.73213529586792,0.00045,0.9,0.45,0.95,0.025,1776782205.1744335,,,,,,,,,,,,
1349,6,148,B,B,B,0.0,0.5726043581962585,0.009605915285646915,-1968.3458805084229,0.5460052490234375,0.5592406988143921,0.6098067760467529,0.5280680060386658,1.9683458805084229,0.05544815957546234,0.031034037470817566,0.06851817667484283,0.06724919378757477,0.07588104903697968,0.06617232412099838,0.5479463338851929,0.796875,0.84375,0.75,0.6500000357627869,1.9453125,1.924604892730713,1.8560867309570312,0.00045,0.9,0.45,0.95,0.025,1776782205.1854334,,,,,,,,,,,,
1350,6,149,B,B,B,0.0,0.5276597738265991,0.00763846468180418,-1933.0189228057861,0.5030637979507446,0.5114694833755493,0.5421077013015747,0.49351274967193604,1.9330189228057861,0.049496546387672424,0.03018154390156269,0.05861475318670273,0.07309356331825256,0.07427503168582916,0.07346966117620468,0.5016849637031555,0.828125,0.8203125,0.703125,0.6593750715255737,1.8515625,1.9247081279754639,1.866093397140503,0.00045,0.9,0.45,0.95,0.025,1776782205.1983273,,,,,,,,,,,,
1351,6,150,B,B,B,0.0,0.6261790990829468,0.009779122658073902,-2026.6778469085693,0.5964030027389526,0.6073262691497803,0.6568910479545593,0.5805522203445435,2.0266778469085693,0.057311058044433594,0.033971622586250305,0.06836867332458496,0.08900025486946106,0.11598587781190872,0.08419537544250488,0.5938538312911987,0.6875,0.796875,0.640625,0.6718750596046448,2.0390625,2.0066516399383545,1.938283085823059,0.00045,0.9,0.45,0.95,0.025,1776782205.2103584,,,,,,,,,,,,
1352,6,151,B,B,B,0.0,0.619712769985199,0.011573596857488155,-1978.1031608581543,0.5941848158836365,0.5920262336730957,0.6244220733642578,0.5749646425247192,1.9781031608581543,0.06060215085744858,0.0349743589758873,0.07480166852474213,0.09815937280654907,0.13487234711647034,0.09455937147140503,0.5785660147666931,0.6796875,0.828125,0.6796875,0.6640625,1.9765625,2.0181405544281006,1.9433387517929077,0.00045,0.9,0.45,0.95,0.025,1776782205.2218637,,,,,,,,,,,,
1353,6,152,B,B,B,0.0,0.6354780793190002,0.012580576352775097,-1879.8840045928955,0.6121026277542114,0.6120226979255676,0.656665563583374,0.5900839567184448,1.8798840045928955,0.06476813554763794,0.03557022660970688,0.07997176051139832,0.08540105819702148,0.18091948330402374,0.06460698693990707,0.5985991954803467,0.6171875,0.875,0.65625,0.6687500476837158,2.015625,1.9097074270248413,1.8297356367111206,0.00045,0.9,0.45,0.95,0.025,1776782205.232865,,,,,,,,,,,,
1354,6,153,B,B,B,0.0,0.6683030724525452,0.010460030287504196,-1893.4290409088135,0.647542417049408,0.6432915925979614,0.6789730787277222,0.627791166305542,1.8934290409088135,0.06587841361761093,0.04516412317752838,0.07533656805753708,0.09543253481388092,0.16998904943466187,0.07846391946077347,0.6306997537612915,0.59375,0.8203125,0.6484375,0.6703125238418579,2.1015625,1.9355504512786865,1.8602139949798584,0.00045,0.9,0.45,0.95,0.025,1776782205.2448618,,,,,,,,,,,,
1355,6,154,B,B,B,0.0,0.5477557182312012,0.007651587948203087,-1926.6250133514404,0.5287469625473022,0.5339011549949646,0.5852372050285339,0.5069764256477356,1.9266250133514404,0.051339372992515564,0.03007209673523903,0.06168351694941521,0.07042437791824341,0.1471652388572693,0.05132892727851868,0.5262525081634521,0.6640625,0.8671875,0.703125,0.659375011920929,1.90625,1.912279725074768,1.8505961894989014,0.00045,0.9,0.45,0.95,0.025,1776782205.256862,,,,,,,,,,,,
1356,6,155,B,B,B,0.0,0.6059901714324951,0.007891874760389328,-1748.8958835601807,0.5855647921562195,0.5884442925453186,0.6268089413642883,0.5699827075004578,1.7488958835601807,0.05301572009921074,0.03423711657524109,0.06308011710643768,0.09036565572023392,0.12333643436431885,0.08357349038124084,0.5797279477119446,0.75,0.765625,0.640625,0.671875,1.96875,1.7615294456481934,1.6984492540359497,0.00045,0.9,0.45,0.95,0.025,1776782205.2688618,,,,,,,,,,,,
1357,6,156,B,B,B,0.0,0.6690549850463867,0.00891241617500782,-1875.5767345428467,0.6228649616241455,0.6417316198348999,0.6756505370140076,0.6198474168777466,1.8755767345428467,0.05831216275691986,0.03343798220157623,0.06999161839485168,0.11482588946819305,0.07702810317277908,0.126338928937912,0.6259470582008362,0.7734375,0.7265625,0.6171875,0.6765625476837158,2.046875,1.8792452812194824,1.8092535734176636,0.00045,0.9,0.45,0.95,0.025,1776782205.2788615,,,,,,,,,,,,
1358,6,157,B,B,B,0.0,0.6758755445480347,0.012332813814282417,-2160.306692123413,0.6260840892791748,0.6386083364486694,0.6885846257209778,0.6106758117675781,2.160306692123413,0.06753932684659958,0.03474884107708931,0.0822673887014389,0.11692845076322556,0.08797887712717056,0.1258804053068161,0.6230778694152832,0.7734375,0.71875,0.625,0.675000011920929,2.09375,2.131479263305664,2.0492119789123535,0.00045,0.9,0.45,0.95,0.025,1776782205.2908618,,,,,,,,,,,,
1359,6,158,B,B,B,0.0,0.5540947318077087,0.0080390814691782,-1925.9870052337646,0.528561532497406,0.5378539562225342,0.5668750405311584,0.5223227739334106,1.9259870052337646,0.051116444170475006,0.02775665372610092,0.06268174946308136,0.07706580311059952,0.08642560988664627,0.07716260850429535,0.5280431509017944,0.8046875,0.8046875,0.703125,0.6593750715255737,1.8984375,1.9527965784072876,1.8901147842407227,0.00045,0.9,0.45,0.95,0.025,1776782205.3028631,,,,,,,,,,,,
1360,6,159,B,B,B,0.0,0.6278961896896362,0.007345829624682665,-1999.314785003662,0.6136429309844971,0.6216733455657959,0.653139591217041,0.6051986217498779,1.999314785003662,0.05353711172938347,0.03555639833211899,0.06178780272603035,0.07304663956165314,0.0821182057261467,0.07244562357664108,0.6122493147850037,0.8046875,0.796875,0.65625,0.6687500476837158,2.0625,1.9908461570739746,1.9290580749511719,0.00045,0.9,0.45,0.95,0.025,1776782205.3138616,,,,,,,,,,,,
1361,6,160,B,B,B,0.0,0.555444598197937,0.008956157602369785,-1889.845609664917,0.5442315340042114,0.5469995141029358,0.5944024324417114,0.5205802917480469,1.889845609664917,0.0541740357875824,0.033593736588954926,0.06498894095420837,0.05618998408317566,0.10283537209033966,0.045477330684661865,0.5398194193840027,0.7578125,0.890625,0.7578125,0.6484375596046448,1.9375,1.8651840686798096,1.8001949787139893,0.00045,0.9,0.45,0.95,0.025,1776782205.325862,,,,,,,,,,,,
1362,6,161,B,B,B,0.0,0.5834055542945862,0.008162925951182842,-2017.615795135498,0.5717320442199707,0.5739612579345703,0.6184799075126648,0.5503553152084351,2.017615795135498,0.053693488240242004,0.035515107214450836,0.06348592787981033,0.0669441819190979,0.14048515260219574,0.04882046580314636,0.5663238763809204,0.6953125,0.875,0.7109375,0.6578125357627869,1.953125,2.007009983062744,1.9435241222381592,0.00045,0.9,0.45,0.95,0.025,1776782205.3368616,,,,,,,,,,,,
1363,6,162,B,B,B,0.0,0.5877254009246826,0.008247933350503445,-1971.105456352234,0.5684077143669128,0.5710881948471069,0.6086914539337158,0.5531575679779053,1.9711054563522339,0.054627805948257446,0.03393016755580902,0.06428569555282593,0.08013293892145157,0.15083324909210205,0.06332792341709137,0.5610262155532837,0.671875,0.859375,0.671875,0.6656250357627869,1.9609375,1.961944818496704,1.8976590633392334,0.00045,0.9,0.45,0.95,0.025,1776782205.3478618,,,,,,,,,,,,
1364,6,163,B,B,B,0.0,0.6165019273757935,0.008840945549309254,-1936.6421699523926,0.6056265830993652,0.6057103872299194,0.6548329591751099,0.5845026969909668,1.9366421699523926,0.05848702788352966,0.03790343552827835,0.06893403828144073,0.0687568262219429,0.1537179946899414,0.048261016607284546,0.5975729823112488,0.6796875,0.8984375,0.703125,0.6593750715255737,2.03125,1.994052767753601,1.9251185655593872,0.00045,0.9,0.45,0.95,0.025,1776782205.3598673,,,,,,,,,,,,
1365,6,164,B,B,B,0.0,0.5648981928825378,0.010860688984394073,-1998.7179040908813,0.5438346862792969,0.5511653423309326,0.6104798913002014,0.5185742378234863,1.9987179040908813,0.05802331864833832,0.03162647783756256,0.07165361940860748,0.060718048363924026,0.0912531316280365,0.05442623049020767,0.5418363809585571,0.78125,0.8828125,0.75,0.6500000357627869,1.9765625,1.9940024614334106,1.9223487377166748,0.00045,0.9,0.45,0.95,0.025,1776782205.3718631,,,,,,,,,,,,
1366,6,165,B,B,B,0.0,0.6250905990600586,0.008520764298737049,-1980.3123474121094,0.5833840370178223,0.6006487607955933,0.6388360261917114,0.5769340395927429,1.9803123474121094,0.05296497792005539,0.029877876862883568,0.06441044062376022,0.10838806629180908,0.08677832782268524,0.11636406183242798,0.5867596864700317,0.7734375,0.78125,0.65625,0.6687500476837158,2.0078125,2.0027167797088623,1.938306450843811,0.00045,0.9,0.45,0.95,0.025,1776782205.3868647,,,,,,,,,,,,
1367,6,166,B,B,B,0.0,0.5924344658851624,0.0069421264342963696,-1901.440143585205,0.565572202205658,0.5778259038925171,0.6017922163009644,0.5652939677238464,1.901440143585205,0.05021771788597107,0.02973342314362526,0.05987589433789253,0.08627471327781677,0.0915299504995346,0.08722665160894394,0.5671048164367676,0.7421875,0.78125,0.671875,0.6656250357627869,1.953125,1.887373447418213,1.8274974822998047,0.00045,0.9,0.45,0.95,0.025,1776782205.4044771,,,,,,,,,,,,
1368,6,167,B,B,B,0.0,0.6116271018981934,0.009492345154285431,-1952.4105787277222,0.5968389511108398,0.6020441651344299,0.6542743444442749,0.5765631198883057,1.9524105787277222,0.05814338102936745,0.03196045756340027,0.07025253772735596,0.065493643283844,0.106196328997612,0.05605863407254219,0.5932048559188843,0.78125,0.8515625,0.6640625,0.6671875715255737,2.046875,1.9519188404083252,1.8816664218902588,0.00045,0.9,0.45,0.95,0.025,1776782205.4174752,,,,,,,,,,,,
1369,6,168,B,B,B,0.0,0.5997228622436523,0.009083140641450882,-1859.6681356430054,0.5910977125167847,0.5900901556015015,0.6241530179977417,0.5705081224441528,1.8596681356430054,0.05463729798793793,0.034428514540195465,0.06486745178699493,0.07003043591976166,0.09302644431591034,0.0646723136305809,0.5810257196426392,0.7578125,0.8046875,0.640625,0.6718750596046448,2.015625,1.8669018745422363,1.8020343780517578,0.00045,0.9,0.45,0.95,0.025,1776782205.4294739,,,,,,,,,,,,
1370,6,169,B,B,B,0.0,0.6216632127761841,0.007854604162275791,-2103.4889221191406,0.5923479795455933,0.6047470569610596,0.6605721712112427,0.5755683779716492,2.1034889221191406,0.05442298576235771,0.035210683941841125,0.0653591901063919,0.08999499678611755,0.15337279438972473,0.07423746585845947,0.5945615768432617,0.671875,0.7890625,0.6640625,0.6671875715255737,2.0078125,2.1046533584594727,2.0392942428588867,0.00045,0.9,0.45,0.95,0.025,1776782205.4434757,,,,,,,,,,,,
1371,6,170,B,B,B,0.0,0.6062389612197876,0.006106305867433548,-1959.836483001709,0.5858482122421265,0.5970085859298706,0.6248188614845276,0.5823947191238403,1.959836483001709,0.04918796569108963,0.032674822956323624,0.058437008410692215,0.0818864032626152,0.1016969382762909,0.07906525582075119,0.5876626372337341,0.75,0.8203125,0.7109375,0.6578125357627869,1.96875,2.0050010681152344,1.946563959121704,0.00045,0.9,0.45,0.95,0.025,1776782205.455476,,,,,,,,,,,,
1372,6,171,B,B,B,0.0,0.5953807830810547,0.009819152764976025,-2040.3270721435547,0.5705886483192444,0.5791032910346985,0.6169413328170776,0.5591488480567932,2.0403270721435547,0.05628344416618347,0.0314674898982048,0.06850813329219818,0.07774066925048828,0.11361643671989441,0.07081010192632675,0.5677297115325928,0.7265625,0.8203125,0.65625,0.6687500476837158,1.9921875,2.060478687286377,1.9919706583023071,0.00045,0.9,0.45,0.95,0.025,1776782205.468951,,,,,,,,,,,,
1373,6,172,B,B,B,0.0,0.5853894948959351,0.008344296365976334,-1986.1350059509277,0.5664066076278687,0.576601505279541,0.6151067018508911,0.5531034469604492,1.9861350059509277,0.05411861091852188,0.02985232323408127,0.06800176948308945,0.06487918645143509,0.05831685662269592,0.06978752464056015,0.566759467124939,0.8515625,0.859375,0.7734375,0.6453125476837158,1.953125,2.0226945877075195,1.9546927213668823,0.00045,0.9,0.45,0.95,0.025,1776782205.4809484,,,,,,,,,,,,
1374,6,173,B,B,B,0.0,0.5583991408348083,0.010134619660675526,-2001.7690658569336,0.5392654538154602,0.5404695272445679,0.5856689810752869,0.519207775592804,2.0017690658569336,0.05635330453515053,0.026607435196638107,0.06946361064910889,0.07093896716833115,0.07450711727142334,0.07159105688333511,0.5296640396118164,0.7734375,0.8515625,0.7421875,0.6515625715255737,1.9296875,1.9469101428985596,1.8774465322494507,0.00045,0.9,0.45,0.95,0.025,1776782205.4929512,,,,,,,,,,,,
1375,6,174,B,B,B,0.0,0.5587933659553528,0.007972223684191704,-1889.2638683319092,0.5295219421386719,0.5424437522888184,0.580804169178009,0.5201051831245422,1.8892638683319092,0.04850255325436592,0.028777845203876495,0.05885808542370796,0.08389922976493835,0.08250786364078522,0.08626414835453033,0.5309154391288757,0.8203125,0.78125,0.6953125,0.6609375476837158,1.9140625,1.8884799480438232,1.8296219110488892,0.00045,0.9,0.45,0.95,0.025,1776782205.5059462,,,,,,,,,,,,
1376,6,175,B,B,B,0.0,0.6038740873336792,0.010382100939750671,-1936.8813037872314,0.5896588563919067,0.5950766205787659,0.6340965628623962,0.5731499791145325,1.9368813037872314,0.058572154492139816,0.03493095189332962,0.07125041633844376,0.06089562177658081,0.07362734526395798,0.05973828583955765,0.5846410989761353,0.8203125,0.890625,0.7421875,0.6515625715255737,2.0078125,1.9254461526870728,1.8541957139968872,0.00045,0.9,0.45,0.95,0.025,1776782205.517949,,,,,,,,,,,,
1377,6,176,B,B,B,0.0,0.5797714591026306,0.007378919515758753,-1912.2161865234375,0.5575768947601318,0.5681787729263306,0.6200433969497681,0.5438658595085144,1.9122161865234375,0.05033263564109802,0.030770916491746902,0.05928005278110504,0.07674229145050049,0.11242632567882538,0.06829490512609482,0.5578562021255493,0.6953125,0.859375,0.6953125,0.6609375476837158,1.9765625,1.9041633605957031,1.8448833227157593,0.00045,0.9,0.45,0.95,0.025,1776782205.5295215,,,,,,,,,,,,
1378,6,177,B,B,B,0.0,0.5965261459350586,0.01005559228360653,-2143.5768604278564,0.5821799635887146,0.5798224210739136,0.6218299865722656,0.559511125087738,2.1435768604278564,0.05863218009471893,0.040209196507930756,0.06877758353948593,0.07453314960002899,0.13911038637161255,0.05938398838043213,0.5707634687423706,0.6875,0.84375,0.7109375,0.6578125357627869,1.984375,2.142350196838379,2.0735726356506348,0.00045,0.9,0.45,0.95,0.025,1776782205.542534,,,,,,,,,,,,
1379,6,178,B,B,B,0.0,0.6307290196418762,0.009234720841050148,-1973.6404418945312,0.6056128144264221,0.6114166975021362,0.6835174560546875,0.5773931741714478,1.9736404418945312,0.06274645030498505,0.03804833069443703,0.0755661129951477,0.07996703684329987,0.16984373331069946,0.05936841666698456,0.6013815402984619,0.6875,0.890625,0.6640625,0.667187511920929,2.0078125,2.0047667026519775,1.9292006492614746,0.00045,0.9,0.45,0.95,0.025,1776782205.5547717,,,,,,,,,,,,
1380,6,179,B,B,B,0.0,0.5791789293289185,0.008171476423740387,-1824.9868154525757,0.5455909967422485,0.5568621158599854,0.6050256490707397,0.5292195081710815,1.8249868154525757,0.05345714092254639,0.03355634957551956,0.06445208191871643,0.09079670161008835,0.11955681443214417,0.08480892330408096,0.5461393594741821,0.703125,0.8046875,0.765625,0.6468750238418579,1.9453125,1.7990515232086182,1.7345994710922241,0.00045,0.9,0.45,0.95,0.025,1776782205.5679178,,,,,,,,,,,,
1381,6,180,B,B,B,0.0,0.6362614631652832,0.008580228313803673,-1924.2172241210938,0.6188914179801941,0.6277652382850647,0.656702995300293,0.6123061180114746,1.9242172241210938,0.05369344726204872,0.030346114188432693,0.06383895128965378,0.07941406965255737,0.07829701900482178,0.08068088442087173,0.6176559925079346,0.796875,0.8125,0.6484375,0.6703125238418579,2.0546875,1.9741253852844238,1.9102864265441895,0.00045,0.9,0.45,0.95,0.025,1776782205.5789165,,,,,,,,,,,,
1382,6,181,B,B,B,0.0,0.5809571743011475,0.008758178912103176,-1941.086769104004,0.5416182279586792,0.5540740489959717,0.589397668838501,0.5358371734619141,1.941086769104004,0.054026491940021515,0.030128998681902885,0.06405768543481827,0.0989018976688385,0.11282147467136383,0.09756243228912354,0.5403226613998413,0.7421875,0.7890625,0.6875,0.6625000238418579,1.9375,1.9306920766830444,1.8666343688964844,0.00045,0.9,0.45,0.95,0.025,1776782205.5909169,,,,,,,,,,,,
1383,6,182,B,B,B,0.0,0.5867316722869873,0.00907209888100624,-1933.3677291870117,0.568764865398407,0.5756848454475403,0.6165368556976318,0.5538191199302673,1.9333677291870117,0.05494946241378784,0.026239925995469093,0.06950808316469193,0.06807202100753784,0.08461824059486389,0.06504698097705841,0.5650205612182617,0.7890625,0.859375,0.765625,0.6468750238418579,1.9609375,1.9511969089508057,1.8816887140274048,0.00045,0.9,0.45,0.95,0.025,1776782205.6029172,,,,,,,,,,,,
1384,6,183,B,B,B,0.0,0.6512775421142578,0.0075998189859092236,-1920.7773208618164,0.6230812668800354,0.6364713907241821,0.6677203178405762,0.6179318428039551,1.9207773208618164,0.05561346933245659,0.03698670491576195,0.06458543241024017,0.0915500819683075,0.07942027598619461,0.09574722498655319,0.6240449547767639,0.765625,0.8046875,0.703125,0.659375011920929,2.0703125,1.929221510887146,1.8646361827850342,0.00045,0.9,0.45,0.95,0.025,1776782205.6139166,,,,,,,,,,,,
1385,6,184,B,B,B,0.0,0.5734755992889404,0.007097400724887848,-1904.7391414642334,0.5653038620948792,0.5665920376777649,0.593641996383667,0.5522946119308472,1.9047391414642334,0.04899469017982483,0.03339085355401039,0.05724351108074188,0.06917880475521088,0.07986108958721161,0.06733831763267517,0.559546947479248,0.7578125,0.8046875,0.71875,0.65625,1.9296875,1.9277361631393433,1.870492696762085,0.00045,0.9,0.45,0.95,0.025,1776782205.6259167,,,,,,,,,,,,
1386,6,185,B,B,B,0.0,0.6472451090812683,0.008442525751888752,-1830.0995826721191,0.6285640001296997,0.6356960535049438,0.6836555600166321,0.6145708560943604,1.8300995826721191,0.05793044716119766,0.0354488343000412,0.06827747076749802,0.07955293357372284,0.13313965499401093,0.06771650910377502,0.6258407831192017,0.7109375,0.828125,0.671875,0.6656250357627869,2.0859375,1.8535091876983643,1.7852317094802856,0.00045,0.9,0.45,0.95,0.025,1776782205.6369166,,,,,,,,,,,,
1387,6,186,B,B,B,0.0,0.5696352124214172,0.008054755628108978,-1960.9400033950806,0.5594104528427124,0.5611555576324463,0.6060435771942139,0.5403026938438416,1.9609400033950806,0.05427056550979614,0.032353632152080536,0.06418348848819733,0.06005202978849411,0.12221727520227432,0.04538325220346451,0.5534941554069519,0.6953125,0.890625,0.6484375,0.6703125238418579,1.9609375,1.975623607635498,1.911440134048462,0.00045,0.9,0.45,0.95,0.025,1776782205.6479168,,,,,,,,,,,,
1388,6,187,B,B,B,0.0,0.5688531398773193,0.006702568847686052,-1918.8716411590576,0.5436385273933411,0.5528301000595093,0.5981984734535217,0.5293121337890625,1.9188716411590576,0.049789365381002426,0.032476749271154404,0.058757439255714417,0.08354908972978592,0.12464630603790283,0.075314000248909,0.5431305170059204,0.71875,0.8203125,0.7265625,0.6546875238418579,1.9140625,1.929276704788208,1.8705193996429443,0.00045,0.9,0.45,0.95,0.025,1776782205.6599178,,,,,,,,,,,,
